-1	pack any medications you might need .
153	store some extra cash in your bag if it 's allowed .
-1	keep food out of your car .
49	search for a store that collects lithium batteries for a convenient option .
49	ask your local library or community center about battery collection .
49	consider using a mail - in program if it 's more convenient .
49	call to confirm lithium batteries are accepted and check for fees .
-1	tape down the covering 's edges using 2 in ( 5.1 cm ) wide masking tape .
-1	place the battery on a fireproof surface or in a lipo safety bag .
-1	store the containers in a clean , dry place .
-1	take your ruby to the jeweler .
49	mail in your battery if it 's more convenient for you .
-1	pay for a disposal service .
116	check unaccompanied minor requirements in the destination country .
116	confirm check - in requirements .
116	complete the unaccompanied minor form .
-1	comply with state regulations and restrictions .
3	do a combination of high repetitions and low weights and low repetitions and higher weights .
3	always include one to two rest days .
3	include a spiderman plank crunch .
3	go low carb .
3	make half of your plate a low - sugar fruit or non - starchy vegetable .
3	include protein shakes .
149	ascertain why you do n't want to be noticed .
-1	dress inconspicuously .
149	act as if you belong even if you do n't .
134	pick up your back foot and move the toe of your front foot at the same time .
134	place your back foot back down while rotating the heel of your front foot back into the starting position .
134	place the back foot down in front to change directions .
134	begin to do the dance steps in the new direction .
134	pick one leg up .
134	push your standing leg back as you put your other leg down .
134	repeat the steps of sliding your front foot to center and then back into a lunge .
134	dance the t - step first .
134	do half a t - step and end in a lunge .
134	combine the steps smoothly to dance the melbourne shuffle .
-1	look into group therapy .
-1	enroll in an anger management class .
-1	try laughter yoga .
15	go for poses that encourage muscle building .
15	start slow if you are new to yoga .
-1	add yoga to your daily routine .
-1	consult a database of bacteria .
80	research and price your individual cards .
-1	use a reputable news source .
-1	determine a target price .
153	do n't forget your passport and visas ! your passport is your most important document on a long - haul , international flight ; you 'll need it to check - in to your flight and get through passport control at your destination .
-1	bring your birth certificate and social security card .
153	pack a pen .
-1	bring a cooler with plenty of snacks .
153	pack your toothbrush and toothpaste .
153	do n't forget your feminine hygiene products .
153	snack ! airplane food is notoriously bad .
153	bring your charging cables .
149	choose protective clothing for the season .
149	pack extra clothing .
149	know your public washrooms .
-1	utilize local social networks .
-1	consume lgbt - friendly media .
121	seek to understand why your parents are scolding you .
121	expect that you might have consequences beyond the scolding .
121	do not make excuses for physical abuse .
121	know the difference between scolding and emotional abuse .
121	learn to identify sexual abuse .
-1	right - click the aac file .
-1	review the dump file 's results .
-1	drag the gimp icon into your applications folder .
-1	open the vlc media player webpage .
-1	select your srt file .
-1	use the all apps list in the start menu .
-1	sign up for camila 's official newsletter .
139	contact the i weigh team for partnership deals and questions .
139	keep an eye out for her upcoming i weigh youtube channel .
142	groom yourself and maintain your hygiene .
142	make yourself more approachable through posture .
142	post good quality pictures .
142	post several , updated and current photos .
142	do n't post pictures of yourself with other people , especially girls .
142	write more in the description and do n't leave blank spaces .
-1	avoid common misconceptions .
142	use an eyecatching headline .
99	read up on cantering first .
99	make sure that the girth is tight enough before you even think about cantering .
-1	plan your purchasing cycle .
-1	maintain a tooth - healthy diet .
-1	give your rabbit fresh fruits and vegetables .
-1	make rice krispy treats .
-1	monitor changes to the lump .
-1	learn about the philosophy .
-1	explain the consequences for inappropriate behavior .
106	talk about some of the strengths associated with autism .
106	warn a computer - savvy child not to look up autism .
-1	reassure young children frequently .
-1	make sure the radishes will get full sun for at least 8 hours per day .
-1	use well - draining potting soil .
-1	plant watercress in the spring after the danger of frost has passed .
34	dig out the soil and , if necessary , amend it .
-1	cover the seeds with 1 in ( 2.5 cm ) of soil .
-1	dig a hole that 's twice as wide and as deep as the root ball .
34	massage the root ball gently before planting it .
-1	place the plant into the hole and cover the roots with tropical fruit tree soil .
-1	keep the potatoes warm and moist for 2 - 3 months .
-1	transplant to a larger pot or the garden when the seedling is well - established .
34	pack the soil as a taller species grows to offer it support .
34	deadhead spent flowers to encourage blooms and control reseeding .
-1	protect the succulents from extreme conditions .
-1	sow additional seeds every 2 weeks .
-1	visit other printing card businesses .
-1	take advantage of special discounts on tickets .
-1	use a public mailbox .
-1	choose a type of live edge wood .
34	plant indoor begonias in a good indoor potting soil .
34	place indoor begonias where they get bright light .
-1	keep the plant warm .
34	fertilize your begonias .
-1	plant your saplings on a calm day .
34	fertilize begonias .
34	cut back your begonias .
-1	enjoy your lantern ! .
-1	draw the outline sketches for the letters .
75	add the jawline profile view of the first character .
-1	draw the basic outline for the female elf shape .
-1	add the actual lines for the face of the bat .
-1	draw the basic outline of the dog .
75	erase some of the outline sketches and start drawing the actual lines for the faces based on the outlines .
75	draw the line art for the bodies .
-1	draw the actual lines for the body and the tail .
-1	draw the actual lines for the duck bill .
75	line the hair for the second character .
-1	begin with a square sheet .
75	add the jawline sketches notice the heart shape on the head outlines .
-1	draw the actual lines for the eyes and bill .
-1	draw a series of rectangular shapes for the arm and hands of the zombie .
-1	add the face and tail .
-1	draw designs on the bills .
-1	place the kernels in a lunch bag .
84	give the avocados a couple of days to ripen .
84	know when an avocado is ripe .
-1	wrap the peppers in foil .
-1	bake the lasagna .
-1	keep unripened avocados in a paper bag .
-1	refrigerate the papaya .
84	prevent cut avocados from turning brown .
-1	freeze the bacon for long - term storage .
-1	make a peppa pig stencil .
84	roll up some avocado sushi .
-1	soak the blanket in cold water .
-1	run a cycle in the dryer .
-1	soak the coat .
-1	rinse the glasses .
-1	run the machine through a hot water cycle .
50	fluff the jacket as it dries .
50	hang the jacket to air .
-1	create your xml sitemap .
-1	replace < skypeusername > with your own skype username .
-1	upload the file to your router .
-1	submit your site to the major search engines .
100	check if your cms ( content management system ) has a sitemap creation program .
-1	choose a reliable isp .
-1	submit your xml sitemap .
90	be careful that your cat does n't come to harm from dangers such as traffic or dogs .
60	move to canada .
60	"get your "" maple leaf card . "" that 's what the permanent resident card is informally known as ."
60	make sure canada wants you there .
60	know and love canada .
-1	download the marriage license application from the hawaii government website .
-1	pay any necessary origination fees .
-1	read the directions for each section of the test .
-1	verify your information and submit the application .
-1	receive confirmation of your appeals hearing .
-1	appear on your trial date .
-1	decide which sections you want to dye .
-1	take a short shower in warm , not hot , water .
24	exfoliate gently before shaving to help prevent ingrown hairs .
-1	apply hair serum or gel .
24	rinse your skin when finished .
-1	use a dab of avocado oil on breakouts to help clear your skin .
-1	apply mousse before styling your hair .
-1	test the oil on your skin before using .
-1	do n't apply ointment or cream to the piercing .
24	trim your hairs so that they are .25 inches ( 0.64 cm ) long .
24	prevent ingrown hairs and reduce pain by exfoliating before waxing .
24	warm the cold wax strips between your hands before applying .
-1	apply foam mousse to your hair .
-1	apply a waxing strip over your upper lip .
24	take a painkiller or anti - inflammatory drug before your session .
24	do n't worry about feeling awkward during your session .
24	exhale as the waxing strip is pulled .
24	do n't plan on laser hair removal if you have light hair or dark skin .
24	do not wax for at least 4 weeks before your laser hair removal .
24	shave ( do n't use cream ) before your treatment .
24	do n't be surprised when your hair falls out .
105	ideally , choose a time shopping when the children will be well rested , fed , and you will not be pressed for time .
105	make a shopping list for your child too .
105	assign older children to a job you think is special enough for them to do .
-1	thank your child .
-1	draw a vertical line .
-1	draw a vertical line , slightly curved .
-1	add soft lines to show the volume of the icing .
-1	draw a line between the 2 marks on each corner .
-1	decide on a theme for your design .
-1	come up with a name for your monster character .
138	think of a hook based on your title .
138	build a chorus around your hook .
-1	write the last sentence of the first chapter .
-1	design a marbleized tie - dye pattern .
-1	make a small tube .
-1	attach the loops to the shoe .
-1	insert your aligners .
-1	attach the airbrush to the air source .
-1	print the paper craft template .
-1	cut four pieces of iron - on seam tape .
-1	fold the edges of the fabric over /2 inch ( 1.3 cm ) .
67	insert a few pins along the folded edge to keep the heel in place .
-1	lay the elastic along 1 side of the fabric .
67	sew a running stitch along the pencil line , removing the pins as you sew , to create the channel .
-1	cut at least 2 feet ( 61 cm ) of thread .
-1	use 10 long drywall screws to attach the board top to the frame .
-1	attach a safety pin to one end of the elastic .
67	secure the elastic with the safety pin once the elastic has been inserted into the channel .
67	secure one end of the elastic by sewing a running stitch with the sewing machine .
67	measure the heel against the baby 's foot to check the fit before securing the other end of the elastic .
67	pin the gathered heel piece edge - to - edge with the straight side of the upper .
-1	do the same thing for the other two fits images .
-1	line up the outside seams on both pieces and pin them in place .
-1	sew along the edge of the fabric to secure the casing .
67	place the upper on top to form the shoe .
67	manipulate the fabric so the edges evenly align and pin securely .
67	sew a zig - zag stitch around the shoe , removing pins , as you sew through the layers .
67	flip the shoe inside out and turn out all the edges all the way to the seam .
67	see how the first completed shoe looks like .
-1	repeat the process to make a second glove .
49	turn your trash can upside down .
-1	cut a wooden ladder in half .
-1	find your state department for public health .
-1	take your clothes to a professional dry cleaner .
-1	donate your vacuum cleaner to family and friends .
-1	utilize the space above your cabinets for storage .
-1	convert your attic into a game room .
-1	store dirty laundry in a breathable bag or hamper .
7	unload your gun .
7	disassemble your gun only as much as the manufacturer recommends .
7	always clean your gun in a well - ventilated area .
-1	clean out the rest of the pipe with a paperclip or pipe cleaner .
7	alternate the bore brush and patches to thoroughly scrub the barrel .
-1	clean and lubricate the whole mechanism .
-1	wipe down your pads with a damp microfiber cloth .
7	consider investing in a barrel snake and/or ultrasonic cleaners .
7	disassemble the gun if you only want to paint certain parts .
-1	prime the tiles you want to paint .
7	clean metal parts with an aerosol degreasing agent .
7	choose metal paint designed for use on guns .
7	spray the parts with the desired paint .
-1	remove the painter 's tape once the paint has dried .
7	bake metal parts if required .
7	reassemble the gun , if necessary .
-1	get a roll of toilet paper .
1	place a piece of toilet paper or gauze over your penis and scrotum .
-1	secure the q - tip in place with a piece of tape .
1	pull up your swimsuit or bikini bottom .
-1	choose a mask with a pattern similar to your surroundings .
1	lie on your back with the gaff pulled halfway up .
-1	pull the club up and back .
-1	put the robe on over your turtleneck and cargo pants .
-1	wear black spandex shorts or swimsuit bottoms .
1	take extra tape with you .
65	know what helocs are useful for .
-1	compare ach to alternatives .
-1	find your grant price .
-1	calculate your bond value .
65	raise your monthly interest rate to the negative power of your monthly payment total .
-1	multiply your total income by the result of the ratio .
-1	choose an appropriate structure for your business .
63	complete the appropriate forms to organize your business .
-1	set up an account on the electronic federal tax payment system ( eftps ) .
63	register through the new york business express .
121	refute her attempts to control your decisions .
-1	deal with a stressful situation .
-1	think about the impact on the relationship .
107	talk to other parents of daughters.they may be able to give you helpful insight on the topic of makeup .
107	take your daughter to a professional makeup artist .
-1	eat soluble fiber foods with every meal .
-1	eat at least 5 servings of fruit and non - starchy vegetables every day .
-1	avoid late - night eating .
-1	avoid greasy meals and alcohol before trips .
123	build your worship around the lesson .
123	pray some more .
23	ask a professional 's advice at a salon .
-1	wash your hair gently with a clarifying shampoo .
23	wash your hair with hot water to help further fade the dye .
-1	take the rubber bands off and rinse the suit in hot water .
23	give the dye a few weeks to fade a little on its own .
23	get the color removed professionally at a salon , if needed .
23	get a color remover kit if you want to do it yourself .
-1	follow the instructions on the dye package , then rinse out the dye .
-1	apply a deep - conditioning mask for 30 minutes .
23	wait a few days or weeks , depending on how healthy your hair feels .
-1	decide what color you want to dye your hair .
-1	mix your fabric dye according to the package instructions .
23	finish with an ion color treatment to protect the color .
23	use color - safe products to preserve your hair color .
-1	fill a container with well - draining , moist soil .
-1	soak the seeds overnight .
-1	place the seeds in the soil with their roots facing downwards .
-1	cover the bulbs with soil .
-1	mist the soil with water every day to keep it damp .
37	push the soil aside to find some ginger rhizomes and cut some off .
37	recover the rhizomes with soil .
151	determine how awful your gift actually is .
-1	have a goal for your research in mind .
151	deal with the aftermath : post - present depression .
61	repeat this process to measure your opposite foot .
-1	check the threading on the bracket to see what type you have .
61	dip your foot in water to see if you have high or low arches .
61	check the product listing for customer reviews .
61	go with the larger size if your feet are 2 different sizes .
89	ask yourself why you want to get a cat .
-1	consider whether you are ready to make a time commitment to a new puppy .
89	determine whether you can afford to get a cat .
-1	go to a comedy club .
-1	research the different brands of pianos .
89	consider the cat age that is most appropriate for you .
89	find a cat whose personality is a great match with yours .
